date,area,cases
2021-05-27,Mariposa,0
2021-05-28,Mariposa,2
2021-05-29,Mariposa,0
2021-05-30,Mariposa,1
2021-05-31,Mariposa,0
2021-06-01,Mariposa,0
2021-06-02,Mariposa,0
2021-06-03,Mariposa,0
2021-06-04,Mariposa,0
2021-06-05,Mariposa,0
2021-06-06,Mariposa,0
2021-06-07,Mariposa,1
2021-06-08,Mariposa,0
2021-06-09,Mariposa,0
2021-06-10,Mariposa,0
2021-06-11,Mariposa,2
2021-06-12,Mariposa,0
2021-06-13,Mariposa,0
2021-06-14,Mariposa,0
2021-06-15,Mariposa,1
2021-06-16,Mariposa,0
2021-06-17,Mariposa,0
2021-06-18,Mariposa,0
2021-06-19,Mariposa,0
2021-06-20,Mariposa,0
2021-06-21,Mariposa,2
2021-06-22,Mariposa,0
2021-06-23,Mariposa,0
2021-06-24,Mariposa,0
2021-06-25,Mariposa,0
2021-06-26,Mariposa,0
2021-06-27,Mariposa,0
2021-06-28,Mariposa,0
2021-06-29,Mariposa,0
2021-06-30,Mariposa,0
2021-07-01,Mariposa,1
2021-07-02,Mariposa,0
2021-07-03,Mariposa,0
2021-07-04,Mariposa,0
2021-07-05,Mariposa,0
2021-07-06,Mariposa,0
2021-07-07,Mariposa,0
2021-07-08,Mariposa,2
2021-07-09,Mariposa,1
2021-07-10,Mariposa,0
2021-07-11,Mariposa,0
2021-07-12,Mariposa,1
2021-07-13,Mariposa,0
2021-07-14,Mariposa,1
2021-07-15,Mariposa,2
2021-07-16,Mariposa,0
2021-07-17,Mariposa,0
2021-07-18,Mariposa,0
2021-07-19,Mariposa,1
2021-07-20,Mariposa,6
2021-07-21,Mariposa,2
2021-07-22,Mariposa,4
2021-07-23,Mariposa,7
2021-07-24,Mariposa,3
2021-07-25,Mariposa,0
2021-07-26,Mariposa,3
2021-07-27,Mariposa,1
2021-07-28,Mariposa,3
2021-07-29,Mariposa,7
2021-07-30,Mariposa,4
2021-07-31,Mariposa,4
2021-08-01,Mariposa,9
2021-08-02,Mariposa,7
2021-08-03,Mariposa,9
2021-08-04,Mariposa,11
2021-08-05,Mariposa,15
2021-08-06,Mariposa,11
2021-08-07,Mariposa,9
2021-08-08,Mariposa,3
2021-08-09,Mariposa,4
2021-08-10,Mariposa,13
2021-08-11,Mariposa,13
2021-08-12,Mariposa,10
2021-08-13,Mariposa,9
2021-08-14,Mariposa,6
2021-08-15,Mariposa,4
2021-08-16,Mariposa,7
2021-08-17,Mariposa,17
2021-08-18,Mariposa,8
2021-08-19,Mariposa,13
2021-08-20,Mariposa,15
2021-08-21,Mariposa,5
2021-08-22,Mariposa,10
2021-08-23,Mariposa,10
2021-08-24,Mariposa,11
2021-08-25,Mariposa,7
2021-08-26,Mariposa,6
2021-08-27,Mariposa,10
2021-08-28,Mariposa,6
2021-08-29,Mariposa,2
2021-08-30,Mariposa,6
2021-08-31,Mariposa,6
2021-09-01,Mariposa,8
2021-09-02,Mariposa,8
2021-09-03,Mariposa,7
2021-09-04,Mariposa,7
2021-09-05,Mariposa,5
2021-09-06,Mariposa,4
2021-09-07,Mariposa,12
2021-09-08,Mariposa,16
2021-09-09,Mariposa,12
2021-09-10,Mariposa,13
2021-09-11,Mariposa,5
2021-09-12,Mariposa,5
2021-09-13,Mariposa,11
2021-09-14,Mariposa,14
2021-09-15,Mariposa,11
2021-09-16,Mariposa,12
2021-09-17,Mariposa,6
2021-09-18,Mariposa,2
2021-09-19,Mariposa,3
2021-09-20,Mariposa,8
2021-09-21,Mariposa,11
2021-09-22,Mariposa,5
2021-09-23,Mariposa,6
2021-09-24,Mariposa,13
2021-09-25,Mariposa,12
2021-09-26,Mariposa,5
2021-09-27,Mariposa,6
2021-09-28,Mariposa,10
2021-09-29,Mariposa,5
2021-09-30,Mariposa,15
2021-10-01,Mariposa,22
2021-10-02,Mariposa,7
2021-10-03,Mariposa,2
2021-10-04,Mariposa,7
2021-10-05,Mariposa,12
2021-10-06,Mariposa,19
2021-10-07,Mariposa,7
2021-10-08,Mariposa,8
2021-10-09,Mariposa,7
2021-10-10,Mariposa,7
2021-10-11,Mariposa,3
2021-10-12,Mariposa,30
2021-10-13,Mariposa,14
2021-10-14,Mariposa,14
2021-10-15,Mariposa,13
2021-10-16,Mariposa,8
2021-10-17,Mariposa,3
2021-10-18,Mariposa,7
2021-10-19,Mariposa,8
2021-10-20,Mariposa,6
2021-10-21,Mariposa,7
2021-10-22,Mariposa,6
2021-10-23,Mariposa,3
2021-10-24,Mariposa,3
2021-10-25,Mariposa,3
2021-10-26,Mariposa,14
2021-10-27,Mariposa,5
2021-10-28,Mariposa,13
2021-10-29,Mariposa,4
2021-10-30,Mariposa,4
2021-10-31,Mariposa,3
2021-11-01,Mariposa,6
2021-11-02,Mariposa,8
2021-11-03,Mariposa,11
2021-11-04,Mariposa,10
2021-11-05,Mariposa,7
2021-11-06,Mariposa,3
2021-11-07,Mariposa,2
2021-11-08,Mariposa,2
2021-11-09,Mariposa,8
2021-11-10,Mariposa,8
2021-11-11,Mariposa,6
2021-11-12,Mariposa,10
2021-11-13,Mariposa,7
2021-11-14,Mariposa,3
2021-11-15,Mariposa,10
2021-11-16,Mariposa,1
2021-11-17,Mariposa,8
2021-11-18,Mariposa,4
2021-11-19,Mariposa,3
2021-11-20,Mariposa,2
2021-11-21,Mariposa,1
2021-11-22,Mariposa,1
2021-11-23,Mariposa,4
2021-11-24,Mariposa,3
2021-11-25,Mariposa,0
2021-11-26,Mariposa,3
2021-11-27,Mariposa,6
2021-11-28,Mariposa,2
2021-11-29,Mariposa,4
2021-11-30,Mariposa,8
2021-12-01,Mariposa,6
2021-12-02,Mariposa,4
2021-12-03,Mariposa,3
2021-12-04,Mariposa,2
2021-12-05,Mariposa,4
2021-12-06,Mariposa,3
2021-12-07,Mariposa,3
2021-12-08,Mariposa,2
2021-12-09,Mariposa,3
2021-12-10,Mariposa,1
2021-12-11,Mariposa,3
2021-12-12,Mariposa,1
2021-12-13,Mariposa,1
2021-12-14,Mariposa,2
2021-12-15,Mariposa,3
2021-12-16,Mariposa,3
2021-12-17,Mariposa,2
2021-12-18,Mariposa,4
2021-12-19,Mariposa,1
2021-12-20,Mariposa,6
2021-12-21,Mariposa,9
2021-12-22,Mariposa,1
2021-12-23,Mariposa,7
2021-12-24,Mariposa,5
2021-12-25,Mariposa,2
2021-12-26,Mariposa,6
2021-12-27,Mariposa,6
2021-12-28,Mariposa,15
2021-12-29,Mariposa,11
2021-12-30,Mariposa,22
2021-12-31,Mariposa,6
2022-01-01,Mariposa,7
2022-01-02,Mariposa,11
2022-01-03,Mariposa,31
2022-01-04,Mariposa,42
2022-01-05,Mariposa,36
2022-01-06,Mariposa,26
2022-01-07,Mariposa,19
2022-01-08,Mariposa,16
2022-01-09,Mariposa,10
2022-01-10,Mariposa,50
2022-01-11,Mariposa,40
2022-01-12,Mariposa,22
2022-01-13,Mariposa,29
2022-01-14,Mariposa,23
2022-01-15,Mariposa,15
2022-01-16,Mariposa,7
2022-01-17,Mariposa,27
2022-01-18,Mariposa,25
2022-01-19,Mariposa,25
2022-01-20,Mariposa,25
2022-01-21,Mariposa,27
2022-01-22,Mariposa,12
2022-01-23,Mariposa,4
2022-01-24,Mariposa,15
2022-01-25,Mariposa,25
2022-01-26,Mariposa,12
2022-01-27,Mariposa,17
2022-01-28,Mariposa,23
2022-01-29,Mariposa,10
2022-01-30,Mariposa,2
2022-01-31,Mariposa,12
2022-02-01,Mariposa,10
2022-02-02,Mariposa,7
2022-02-03,Mariposa,11
2022-02-04,Mariposa,12
2022-02-05,Mariposa,2
2022-02-06,Mariposa,1
2022-02-07,Mariposa,8
2022-02-08,Mariposa,5
2022-02-09,Mariposa,1
2022-02-10,Mariposa,3
2022-02-11,Mariposa,4
2022-02-12,Mariposa,5
2022-02-13,Mariposa,0
2022-02-14,Mariposa,6
2022-02-15,Mariposa,7
2022-02-16,Mariposa,1
2022-02-17,Mariposa,2
2022-02-18,Mariposa,2
2022-02-19,Mariposa,2
2022-02-20,Mariposa,3
2022-02-21,Mariposa,6
2022-02-22,Mariposa,3
2022-02-23,Mariposa,8
2022-02-24,Mariposa,5
2022-02-25,Mariposa,6
2022-02-26,Mariposa,3
2022-02-27,Mariposa,1
2022-02-28,Mariposa,3
2022-03-01,Mariposa,3
2022-03-02,Mariposa,1
2022-03-03,Mariposa,0
2022-03-04,Mariposa,1
2022-03-05,Mariposa,5
2022-03-06,Mariposa,0
2022-03-07,Mariposa,1
2022-03-08,Mariposa,1
2022-03-09,Mariposa,2
2022-03-10,Mariposa,3
2022-03-11,Mariposa,0
2022-03-12,Mariposa,1
2022-03-13,Mariposa,0
2022-03-14,Mariposa,2
2022-03-15,Mariposa,1
2022-03-16,Mariposa,2
2022-03-17,Mariposa,2
2022-03-18,Mariposa,0
2022-03-19,Mariposa,1
2022-03-20,Mariposa,1
2022-03-21,Mariposa,0
2022-03-22,Mariposa,1
2022-03-23,Mariposa,2
2022-03-24,Mariposa,2
2022-03-25,Mariposa,0
2022-03-26,Mariposa,0
2022-03-27,Mariposa,0
2022-03-28,Mariposa,0
2022-03-29,Mariposa,1
2022-03-30,Mariposa,0
2022-03-31,Mariposa,0
2022-04-01,Mariposa,1
2022-04-02,Mariposa,3
2022-04-03,Mariposa,1
2022-04-04,Mariposa,1
2022-04-05,Mariposa,1
2022-04-06,Mariposa,0
2022-04-07,Mariposa,1
2022-04-08,Mariposa,3
2022-04-09,Mariposa,0
2022-04-10,Mariposa,0
2022-04-11,Mariposa,2
2022-04-12,Mariposa,1
2022-04-13,Mariposa,0
2022-04-14,Mariposa,6
2022-04-15,Mariposa,1
2022-04-16,Mariposa,1
2022-04-17,Mariposa,1
2022-04-18,Mariposa,8
2022-04-19,Mariposa,2
2022-04-20,Mariposa,0
2022-04-21,Mariposa,2
2022-04-22,Mariposa,1
2022-04-23,Mariposa,1
2022-04-24,Mariposa,0
2022-04-25,Mariposa,3
2022-04-26,Mariposa,0
2022-04-27,Mariposa,0
2022-04-28,Mariposa,2
2022-04-29,Mariposa,0
2022-04-30,Mariposa,2
2022-05-01,Mariposa,2
2022-05-02,Mariposa,1
2022-05-03,Mariposa,5
2022-05-04,Mariposa,8
2022-05-05,Mariposa,6
2022-05-06,Mariposa,2
2022-05-07,Mariposa,1
2022-05-08,Mariposa,3
2022-05-09,Mariposa,7
2022-05-10,Mariposa,5
2022-05-11,Mariposa,0
2022-05-12,Mariposa,5
2022-05-13,Mariposa,5
2022-05-14,Mariposa,2
2022-05-15,Mariposa,1
2022-05-16,Mariposa,5
2022-05-17,Mariposa,1
2022-05-18,Mariposa,5
2022-05-19,Mariposa,7
2022-05-20,Mariposa,8
2022-05-21,Mariposa,5
2022-05-22,Mariposa,2
2022-05-23,Mariposa,4
2022-05-24,Mariposa,2
2022-05-25,Mariposa,7
2022-05-26,Mariposa,10
2022-05-27,Mariposa,5
2022-05-28,Mariposa,6
2022-05-29,Mariposa,4
2022-05-30,Mariposa,5
2022-05-31,Mariposa,23
2022-06-01,Mariposa,6
2022-06-02,Mariposa,15
2022-06-03,Mariposa,5
2022-06-04,Mariposa,3
2022-06-05,Mariposa,3
2022-06-06,Mariposa,2
2022-06-07,Mariposa,10
2022-06-08,Mariposa,7
2022-06-09,Mariposa,10
2022-06-10,Mariposa,4
2022-06-11,Mariposa,4
2022-06-12,Mariposa,4
2022-06-13,Mariposa,6
2022-06-14,Mariposa,14
2022-06-15,Mariposa,11
2022-06-16,Mariposa,4
2022-06-17,Mariposa,8
2022-06-18,Mariposa,4
2022-06-19,Mariposa,5
2022-06-20,Mariposa,7
2022-06-21,Mariposa,14
2022-06-22,Mariposa,6
2022-06-23,Mariposa,6
2022-06-24,Mariposa,12
2022-06-25,Mariposa,7
2022-06-26,Mariposa,2
2022-06-27,Mariposa,8
2022-06-28,Mariposa,9
2022-06-29,Mariposa,8
2022-06-30,Mariposa,2
2022-07-01,Mariposa,7
2022-07-02,Mariposa,2
2022-07-03,Mariposa,4
2022-07-04,Mariposa,4
2022-07-05,Mariposa,10
2022-07-06,Mariposa,10
2022-07-07,Mariposa,10
2022-07-08,Mariposa,7
2022-07-09,Mariposa,3
2022-07-10,Mariposa,5
2022-07-11,Mariposa,7
2022-07-12,Mariposa,8
2022-07-13,Mariposa,11
2022-07-14,Mariposa,5
2022-07-15,Mariposa,6
2022-07-16,Mariposa,3
2022-07-17,Mariposa,2
2022-07-18,Mariposa,7
2022-07-19,Mariposa,8
2022-07-20,Mariposa,5
2022-07-21,Mariposa,15
2022-07-22,Mariposa,4
2022-07-23,Mariposa,2
2022-07-24,Mariposa,3
2022-07-25,Mariposa,3
2022-07-26,Mariposa,3
2022-07-27,Mariposa,2
2022-07-28,Mariposa,5
2022-07-29,Mariposa,3
2022-07-30,Mariposa,1
2022-07-31,Mariposa,2
2022-08-01,Mariposa,6
2022-08-02,Mariposa,5
2022-08-03,Mariposa,4
2022-08-04,Mariposa,4
2022-08-05,Mariposa,6
2022-08-06,Mariposa,5
2022-08-07,Mariposa,1
2022-08-08,Mariposa,3
2022-08-09,Mariposa,5
2022-08-10,Mariposa,4
2022-08-11,Mariposa,1
2022-08-12,Mariposa,2
2022-08-13,Mariposa,0
2022-08-14,Mariposa,1
2022-08-15,Mariposa,2
2022-08-16,Mariposa,2
2022-08-17,Mariposa,2
2022-08-18,Mariposa,4
2022-08-19,Mariposa,2
2022-08-20,Mariposa,2
2022-08-21,Mariposa,0
2022-08-22,Mariposa,2
2022-08-23,Mariposa,7
2022-08-24,Mariposa,4
2022-08-25,Mariposa,0
2022-08-26,Mariposa,2
2022-08-27,Mariposa,5
2022-08-28,Mariposa,1
2022-08-29,Mariposa,6
2022-08-30,Mariposa,4
2022-08-31,Mariposa,4
2022-09-01,Mariposa,1
2022-09-02,Mariposa,1
2022-09-03,Mariposa,4
2022-09-04,Mariposa,1
2022-09-05,Mariposa,1
2022-09-06,Mariposa,5
2022-09-07,Mariposa,2
2022-09-08,Mariposa,2
2022-09-09,Mariposa,3
2022-09-10,Mariposa,1
2022-09-11,Mariposa,0
2022-09-12,Mariposa,3
2022-09-13,Mariposa,5
2022-09-14,Mariposa,2
2022-09-15,Mariposa,1
2022-09-16,Mariposa,1
2022-09-17,Mariposa,1
2022-09-18,Mariposa,1
2022-09-19,Mariposa,1
2022-09-20,Mariposa,0
2022-09-21,Mariposa,0
2022-09-22,Mariposa,0
2022-09-23,Mariposa,1
2022-09-24,Mariposa,1
2022-09-25,Mariposa,2
2022-09-26,Mariposa,0
2022-09-27,Mariposa,1
2022-09-28,Mariposa,1
2022-09-29,Mariposa,0
2022-09-30,Mariposa,2
2022-10-01,Mariposa,1
2022-10-02,Mariposa,0
2022-10-03,Mariposa,0
2022-10-04,Mariposa,0
2022-10-05,Mariposa,0
2022-10-06,Mariposa,1
2022-10-07,Mariposa,0
2022-10-08,Mariposa,3
2022-10-09,Mariposa,0
2022-10-10,Mariposa,2
2022-10-11,Mariposa,2
2022-10-12,Mariposa,1
2022-10-13,Mariposa,1
2022-10-14,Mariposa,1
2022-10-15,Mariposa,0
2022-10-16,Mariposa,0
2022-10-17,Mariposa,1
2022-10-18,Mariposa,2
2022-10-19,Mariposa,2
2022-10-20,Mariposa,3
2022-10-21,Mariposa,1
2022-10-22,Mariposa,1
2022-10-23,Mariposa,0
2022-10-24,Mariposa,3
2022-10-25,Mariposa,2
2022-10-26,Mariposa,1
2022-10-27,Mariposa,1
2022-10-28,Mariposa,1
2022-10-29,Mariposa,3
2022-10-30,Mariposa,0
2022-10-31,Mariposa,0
2022-11-01,Mariposa,3
2022-11-02,Mariposa,3
2022-11-03,Mariposa,1
2022-11-04,Mariposa,3
2022-11-05,Mariposa,2
2022-11-06,Mariposa,1
2022-11-07,Mariposa,1
2022-11-08,Mariposa,5
2022-11-09,Mariposa,5
2022-11-10,Mariposa,2
2022-11-11,Mariposa,0
2022-11-12,Mariposa,2
2022-11-13,Mariposa,1
2022-11-14,Mariposa,3
2022-11-15,Mariposa,0
2022-11-16,Mariposa,3
2022-11-17,Mariposa,0
2022-11-18,Mariposa,5
2022-11-19,Mariposa,7
2022-11-20,Mariposa,0
2022-11-21,Mariposa,4
2022-11-22,Mariposa,7
2022-11-23,Mariposa,5
2022-11-24,Mariposa,0
2022-11-25,Mariposa,4
2022-11-26,Mariposa,3
2022-11-27,Mariposa,0
2022-11-28,Mariposa,4
2022-11-29,Mariposa,2
2022-11-30,Mariposa,2
2022-12-01,Mariposa,4
2022-12-02,Mariposa,4
2022-12-03,Mariposa,2
2022-12-04,Mariposa,2
2022-12-05,Mariposa,3
2022-12-06,Mariposa,6
2022-12-07,Mariposa,0
2022-12-08,Mariposa,3
2022-12-09,Mariposa,7
2022-12-10,Mariposa,1
2022-12-11,Mariposa,0
2022-12-12,Mariposa,1
2022-12-13,Mariposa,7
2022-12-14,Mariposa,5
2022-12-15,Mariposa,4
2022-12-16,Mariposa,3
2022-12-17,Mariposa,4
2022-12-18,Mariposa,0
2022-12-19,Mariposa,2
2022-12-20,Mariposa,7
2022-12-21,Mariposa,3
2022-12-22,Mariposa,8
2022-12-23,Mariposa,2
2022-12-24,Mariposa,0
2022-12-25,Mariposa,2
2022-12-26,Mariposa,0
2022-12-27,Mariposa,4
2022-12-28,Mariposa,3
2022-12-29,Mariposa,2
2022-12-30,Mariposa,1
2022-12-31,Mariposa,2
2023-01-01,Mariposa,1
2023-01-02,Mariposa,2
2023-01-03,Mariposa,4
2023-01-04,Mariposa,1
2023-01-05,Mariposa,0
2023-01-06,Mariposa,3
2023-01-07,Mariposa,0
2023-01-08,Mariposa,1
2023-01-09,Mariposa,0
2023-01-10,Mariposa,0
2023-01-11,Mariposa,3
2023-01-12,Mariposa,2
2023-01-13,Mariposa,2
2023-01-14,Mariposa,2
2023-01-15,Mariposa,0
2023-01-16,Mariposa,1
2023-01-17,Mariposa,1
2023-01-18,Mariposa,0
2023-01-19,Mariposa,0
2023-01-20,Mariposa,1
2023-01-21,Mariposa,2
2023-01-22,Mariposa,1
2023-01-23,Mariposa,0
2023-01-24,Mariposa,2
2023-01-25,Mariposa,0
2023-01-26,Mariposa,0
2023-01-27,Mariposa,0
2023-01-28,Mariposa,0
2023-01-29,Mariposa,0
2023-01-30,Mariposa,1
2023-01-31,Mariposa,0
2023-02-01,Mariposa,1
2023-02-02,Mariposa,0
2023-02-03,Mariposa,1
2023-02-04,Mariposa,0
2023-02-05,Mariposa,0
2023-02-06,Mariposa,0
2023-02-07,Mariposa,0
2023-02-08,Mariposa,1
2023-02-09,Mariposa,2
2023-02-10,Mariposa,0
2023-02-11,Mariposa,0
2023-02-12,Mariposa,0
2023-02-13,Mariposa,0
2023-02-14,Mariposa,0
,Mariposa,0
2020-02-01,Mendocino,0
2020-02-02,Mendocino,0
2020-02-03,Mendocino,0
2020-02-04,Mendocino,0
2020-02-05,Mendocino,0
2020-02-06,Mendocino,0
2020-02-07,Mendocino,0
2020-02-08,Mendocino,0
2020-02-09,Mendocino,0
2020-02-10,Mendocino,0
2020-02-11,Mendocino,0
2020-02-12,Mendocino,0
2020-02-13,Mendocino,0
2020-02-14,Mendocino,0
2020-02-15,Mendocino,0
2020-02-16,Mendocino,0
2020-02-17,Mendocino,0
2020-02-18,Mendocino,0
2020-02-19,Mendocino,0
2020-02-20,Mendocino,0
2020-02-21,Mendocino,0
2020-02-22,Mendocino,0
2020-02-23,Mendocino,0
2020-02-24,Mendocino,0
2020-02-25,Mendocino,0
2020-02-26,Mendocino,0
2020-02-27,Mendocino,0
2020-02-28,Mendocino,0
2020-02-29,Mendocino,0
2020-03-01,Mendocino,0
2020-03-02,Mendocino,0
2020-03-03,Mendocino,0
2020-03-04,Mendocino,0
2020-03-05,Mendocino,0
2020-03-06,Mendocino,0
2020-03-07,Mendocino,0
2020-03-08,Mendocino,0
2020-03-09,Mendocino,0
2020-03-10,Mendocino,0
2020-03-11,Mendocino,1
2020-03-12,Mendocino,1
2020-03-13,Mendocino,0
2020-03-14,Mendocino,0
2020-03-15,Mendocino,0
2020-03-16,Mendocino,0
2020-03-17,Mendocino,0
2020-03-18,Mendocino,0
2020-03-19,Mendocino,0
2020-03-20,Mendocino,1
2020-03-21,Mendocino,0
2020-03-22,Mendocino,0
2020-03-23,Mendocino,0
2020-03-24,Mendocino,0
2020-03-25,Mendocino,0
2020-03-26,Mendocino,1
2020-03-27,Mendocino,1
2020-03-28,Mendocino,0
2020-03-29,Mendocino,0
2020-03-30,Mendocino,0
2020-03-31,Mendocino,0
2020-04-01,Mendocino,0
2020-04-02,Mendocino,0
2020-04-03,Mendocino,0
2020-04-04,Mendocino,0
2020-04-05,Mendocino,0
2020-04-06,Mendocino,0
2020-04-07,Mendocino,0
2020-04-08,Mendocino,0
2020-04-09,Mendocino,0
2020-04-10,Mendocino,0
2020-04-11,Mendocino,0
2020-04-12,Mendocino,0
2020-04-13,Mendocino,0
2020-04-14,Mendocino,0
2020-04-15,Mendocino,0
2020-04-16,Mendocino,1
2020-04-17,Mendocino,0
2020-04-18,Mendocino,0
2020-04-19,Mendocino,0
2020-04-20,Mendocino,0
2020-04-21,Mendocino,0
2020-04-22,Mendocino,0
2020-04-23,Mendocino,3
2020-04-24,Mendocino,2
2020-04-25,Mendocino,0
2020-04-26,Mendocino,1
2020-04-27,Mendocino,0
2020-04-28,Mendocino,0
2020-04-29,Mendocino,0
2020-04-30,Mendocino,0
2020-05-01,Mendocino,0
2020-05-02,Mendocino,0
2020-05-03,Mendocino,0
2020-05-04,Mendocino,0
2020-05-05,Mendocino,0
2020-05-06,Mendocino,0
2020-05-07,Mendocino,0
2020-05-08,Mendocino,0
2020-05-09,Mendocino,0
2020-05-10,Mendocino,0
2020-05-11,Mendocino,1
2020-05-12,Mendocino,0
2020-05-13,Mendocino,0
2020-05-14,Mendocino,0
2020-05-15,Mendocino,1
2020-05-16,Mendocino,0
2020-05-17,Mendocino,0
2020-05-18,Mendocino,1
2020-05-19,Mendocino,5
2020-05-20,Mendocino,0
2020-05-21,Mendocino,0
2020-05-22,Mendocino,0
2020-05-23,Mendocino,1
2020-05-24,Mendocino,0
2020-05-25,Mendocino,1
2020-05-26,Mendocino,3
2020-05-27,Mendocino,2
2020-05-28,Mendocino,1
2020-05-29,Mendocino,2
2020-05-30,Mendocino,2
2020-05-31,Mendocino,0
2020-06-01,Mendocino,0
2020-06-02,Mendocino,0
2020-06-03,Mendocino,0
2020-06-04,Mendocino,1
2020-06-05,Mendocino,0
2020-06-06,Mendocino,0
2020-06-07,Mendocino,0
2020-06-08,Mendocino,0
2020-06-09,Mendocino,2
2020-06-10,Mendocino,4
2020-06-11,Mendocino,1
2020-06-12,Mendocino,9
2020-06-13,Mendocino,0
2020-06-14,Mendocino,0
2020-06-15,Mendocino,3
2020-06-16,Mendocino,9
2020-06-17,Mendocino,1
2020-06-18,Mendocino,2
2020-06-19,Mendocino,4
2020-06-20,Mendocino,1
2020-06-21,Mendocino,1
2020-06-22,Mendocino,3
2020-06-23,Mendocino,5
2020-06-24,Mendocino,1
2020-06-25,Mendocino,0
2020-06-26,Mendocino,3
2020-06-27,Mendocino,3
2020-06-28,Mendocino,0
2020-06-29,Mendocino,2
2020-06-30,Mendocino,3
2020-07-01,Mendocino,5
2020-07-02,Mendocino,4
2020-07-03,Mendocino,4
2020-07-04,Mendocino,1
2020-07-05,Mendocino,0
2020-07-06,Mendocino,3
2020-07-07,Mendocino,17
2020-07-08,Mendocino,8
2020-07-09,Mendocino,13
2020-07-10,Mendocino,4
2020-07-11,Mendocino,8
2020-07-12,Mendocino,4
2020-07-13,Mendocino,19
2020-07-14,Mendocino,4
2020-07-15,Mendocino,8
2020-07-16,Mendocino,3
2020-07-17,Mendocino,5
2020-07-18,Mendocino,8
2020-07-19,Mendocino,6
2020-07-20,Mendocino,5
2020-07-21,Mendocino,13
2020-07-22,Mendocino,11
2020-07-23,Mendocino,7
2020-07-24,Mendocino,10
2020-07-25,Mendocino,7
2020-07-26,Mendocino,6
2020-07-27,Mendocino,9
2020-07-28,Mendocino,14
2020-07-29,Mendocino,11
2020-07-30,Mendocino,8
2020-07-31,Mendocino,7
2020-08-01,Mendocino,15
2020-08-02,Mendocino,7
2020-08-03,Mendocino,10
2020-08-04,Mendocino,23
2020-08-05,Mendocino,25
2020-08-06,Mendocino,12
2020-08-07,Mendocino,14
2020-08-08,Mendocino,14
2020-08-09,Mendocino,2
2020-08-10,Mendocino,10
2020-08-11,Mendocino,24
2020-08-12,Mendocino,10
2020-08-13,Mendocino,19
2020-08-14,Mendocino,5
2020-08-15,Mendocino,9
2020-08-16,Mendocino,4
2020-08-17,Mendocino,8
2020-08-18,Mendocino,18
2020-08-19,Mendocino,9
2020-08-20,Mendocino,17
2020-08-21,Mendocino,10
2020-08-22,Mendocino,10
2020-08-23,Mendocino,3
2020-08-24,Mendocino,4
2020-08-25,Mendocino,15
2020-08-26,Mendocino,8
2020-08-27,Mendocino,11
2020-08-28,Mendocino,9
2020-08-29,Mendocino,5
2020-08-30,Mendocino,4
2020-08-31,Mendocino,6
2020-09-01,Mendocino,12
2020-09-02,Mendocino,15
2020-09-03,Mendocino,10
2020-09-04,Mendocino,9
2020-09-05,Mendocino,2
2020-09-06,Mendocino,1
2020-09-07,Mendocino,1
2020-09-08,Mendocino,8
2020-09-09,Mendocino,7
2020-09-10,Mendocino,8
2020-09-11,Mendocino,10
2020-09-12,Mendocino,11
2020-09-13,Mendocino,3
2020-09-14,Mendocino,7
2020-09-15,Mendocino,17
2020-09-16,Mendocino,18
2020-09-17,Mendocino,9
2020-09-18,Mendocino,11
2020-09-19,Mendocino,8
2020-09-20,Mendocino,3
2020-09-21,Mendocino,12
2020-09-22,Mendocino,15
2020-09-23,Mendocino,20
2020-09-24,Mendocino,1
2020-09-25,Mendocino,4
2020-09-26,Mendocino,15
2020-09-27,Mendocino,5
2020-09-28,Mendocino,6
2020-09-29,Mendocino,15
2020-09-30,Mendocino,10
2020-10-01,Mendocino,6
2020-10-02,Mendocino,5
2020-10-03,Mendocino,5
2020-10-04,Mendocino,2
2020-10-05,Mendocino,13
2020-10-06,Mendocino,8
2020-10-07,Mendocino,7
2020-10-08,Mendocino,6
2020-10-09,Mendocino,5
2020-10-10,Mendocino,10
2020-10-11,Mendocino,7
2020-10-12,Mendocino,7
2020-10-13,Mendocino,6
2020-10-14,Mendocino,9
2020-10-15,Mendocino,6
2020-10-16,Mendocino,6
2020-10-17,Mendocino,7
2020-10-18,Mendocino,7
2020-10-19,Mendocino,2
2020-10-20,Mendocino,5
2020-10-21,Mendocino,2
2020-10-22,Mendocino,2
2020-10-23,Mendocino,5
2020-10-24,Mendocino,3
2020-10-25,Mendocino,12
2020-10-26,Mendocino,7
2020-10-27,Mendocino,8
2020-10-28,Mendocino,6
2020-10-29,Mendocino,1
2020-10-30,Mendocino,6
2020-10-31,Mendocino,2
2020-11-01,Mendocino,8
2020-11-02,Mendocino,14
2020-11-03,Mendocino,14
2020-11-04,Mendocino,15
2020-11-05,Mendocino,18
2020-11-06,Mendocino,12
2020-11-07,Mendocino,5
2020-11-08,Mendocino,11
2020-11-09,Mendocino,9
2020-11-10,Mendocino,12
2020-11-11,Mendocino,8
2020-11-12,Mendocino,12
2020-11-13,Mendocino,19
2020-11-14,Mendocino,12
2020-11-15,Mendocino,16
2020-11-16,Mendocino,19
2020-11-17,Mendocino,25
2020-11-18,Mendocino,21
2020-11-19,Mendocino,20
2020-11-20,Mendocino,21
2020-11-21,Mendocino,20
2020-11-22,Mendocino,31
2020-11-23,Mendocino,24
2020-11-24,Mendocino,30
2020-11-25,Mendocino,22
2020-11-26,Mendocino,19
2020-11-27,Mendocino,14
2020-11-28,Mendocino,14
2020-11-29,Mendocino,31
